Time(s), State, X, Y, Z, VelMag, DistToSphereCenter
86.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
86.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
87.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
88.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
89.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
90.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
91.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
92.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
93.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
94.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
95.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
96.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
97.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
98.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.00, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.10, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.20, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.30, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.40, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.50, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.60, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.70, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.80, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
99.90, 3, 9.39, -6.54, 42.80, 0.00, 13.52
done
